Part,NCode,Branch,DateTime,Type,OP,Description
B243426,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all parts to be bonded are clean&#44 dry<br/>and grease free.<br/>Apply Berner Superglue Gel to both surfaces.<br/>Press both parts together and allow to dry.
B243426,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,DANGER product contains Cyanoacrylate. Sticks skin<br/>and eyelids together within seconds!<br/>Keep away from children.
B243426,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Universal glue with high viscosity.<br/>Hardens quickly.<br/>Does not drip: ideal for vertical surfaces and overhead work.<br/>Suitable for smooth&#44 porous and absorbent surfaces.
B243426,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243426,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature range: -40 to +85°c.<br/>Viscosity: 80.000 to 120.000 mPas.<br/>Maximum clearance: 0.25 mm.<br/>Colour: transparent.
B243427,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Joining of wood&#44 plastics&#44 metal or rubber.
B243427,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all parts to be bonded are clean&#44 dry<br/>and grease free.<br/>Apply Berner Superglue to both surfaces.<br/>Press both parts together and allow to dry<br/>(for a few seconds&#44 depending on the material).
B243427,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,DANGER product contains Cyanoacrylate. Sticks skin<br/>and eyelids together within seconds!<br/>Keep away from children.
B243427,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Universal glue with low viscosity.<br/>Cured within seconds.
B243427,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243427,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature range: -60 to +80°c.<br/>Viscosity: 100 mPas.<br/>Max. clearance: 0&#4407 mm.<br/>Colour: transparent.
B243428,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all parts to be bonded are clean&#44 dry<br/>and grease free.<br/>Apply Duo-fix Hardener to one of the surfaces and<br/>allow to dry. Then apply Duo-fix Glue to the other<br/>surface and press both together.
B243428,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Product contains Cyanoacrylate. Sticks skin and eyelids<br/>together within seconds!
B243428,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Very fast curing.<br/>Dries within a few seconds.
B243428,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243428,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Colour: Transparent.
B243431,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all parts to be bonded are clean&#44 dry<br/>and grease free.<br/>Apply Duo-fix Hardener to one of the surfaces and<br/>allow to dry. Then apply Duo-fix Glue to the other<br/>surface and press both together.
B243431,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Product contains Cyanoacrylate. Sticks skin and eyelids<br/>together within seconds!
B243431,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Very fast curing.<br/>Dries within a few seconds.
B243431,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243431,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Colour: Transparent.
B243441,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,For fastening bushings&#44 bearings and sleeves.
B243441,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all parts are clean&#44 dry and grease free.<br/>Apply a thin layer.<br/>Assemble the materials.<br/>Direct mounting is not required&#44 Berner Retainant Tall<br/>does not respond until the metal parts are connected<br/>to each other.
B243441,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Quick hardening&#44 even at low temperatures.<br/>Oil tolerant. Bolts&#44 shafts&#44 bushings&#44 bearings and<br/>sleeves can be installed directly&#44 without cleaning<br/>beforehand.<br/>Prevents and protects against corrosion.<br/>Suitable for passive metals (intoxication free steel&#44<br/>aluminum and galvanized surfaces).<br/>Resistant to chemicals.<br/>Easy and precise application through nozzle applicator.<br/>P1 NSF certified&#44 suitable for the food industry.<br/>NSF / ANSI certified 61&#44 may come into contact with<br/>(drinking) water up to +82°c..
B243441,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243441,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature range: -55 to +150°c.<br/>Viscosity: 100-200 Maps.<br/>Dry to the touch: 5-10 minutes.<br/>Breakaway torque 25 Nm.
B243442,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Sealing metal surfaces and flanges.
B243442,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all surfaces are clean&#44 dry and<br/>grease free.
B243442,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Gasket Orange: passive metals (stainless steel&#44<br/>aluminum and galvanized surfaces)&#44 vertical seals and<br/>working overhead.<br/>Gasket Green: for large parts (eg. Truck & Transport).
B243442,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,No shrinkage&#44 cracking and deformation.<br/>No retightening of screws necessary.<br/>High pressure resistance.<br/>Vibration resistant.<br/>High chemicals resistance.<br/>Easy and precise application through nozzle applicator.<br/>NSF-P1 certified for use in food processing plants.<br/>ANSI/NSF 61 certified for use in process and drinking<br/>water up to 82°c.
B243442,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243442,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature range: -55 - 150°c.
B243443,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Sealing metal surfaces and flanges.
B243443,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all surfaces are clean&#44 dry and<br/>grease free.
B243443,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Gasket Orange: passive metals (stainless steel&#44<br/>aluminum and galvanized surfaces)&#44 vertical seals and<br/>working overhead.<br/>Gasket Green: for large parts (eg. Truck & Transport).
B243443,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,No shrinkage&#44 cracking and deformation.<br/>No retightening of screws necessary.<br/>High pressure resistance.<br/>Vibration resistant.<br/>High chemicals resistance.<br/>Easy and precise application through nozzle applicator.<br/>NSF-P1 certified for use in food processing plants.<br/>ANSI/NSF 61 certified for use in process and drinking<br/>water up to 82°c.
B243443,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243443,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature range: -55 - 150°c.
B243444,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Sealing metal threads up to 3/4.
B243444,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all parts to be bonded are clean&#44 dry<br/>and grease free.<br/>Apply a thin layer to the respective surface.<br/>Assemble the materials.<br/>Direct mounting is not required&#44 screw type fuse will<br/>not respond until the metal parts are connected to<br/>each other.
B243444,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Can be fitted with normal tools.
B243444,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Fast curing.<br/>Excellent chemicals resistance.<br/>Pressure resistant up to bursting pressure.<br/>Easy and precise application through nozzle applicator.
B243444,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243444,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature range: -55 to 150°c.<br/>Viscosity: 550-650 mPas.<br/>Breakaway torque: 6-10 Nm.<br/>Max. clearance: 0.15 mm.
B243445,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Securing and sealing metallic threads up to 3in.
B243445,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all parts are clean&#44 dry and grease free.<br/>Turned been screwed connections are immediately<br/>resistant to max. 5 bar.
B243445,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Can be fitted with normal tools.
B243445,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Can be used for pipe threads up to 3in and screw threads<br/>up to M80.<br/>No hemp or sealing tape necessary.<br/>Easy and precise application through nozzle applicator.<br/>Also suitable for stainless steel and passivated surfaces.<br/>NSF-P1 certified for use in food processing plants.<br/>ANSI/NSF 61 certified for use in process and drinking<br/>water up to +82°c.<br/>DVGW certified according to EN 751-1.
B243445,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B243445,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature range: -55 to 150°c.<br/>Viscosity: 20000-30000 Maps.<br/>Breakaway torque: 10-20 Nm.<br/>Max. Clearance: 0.5 mm.
B243617,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Complete cleaning of clogged<br/>diesel particulate filters.<br/>For all diesel engines with<br/>particulate filters.
B243617,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Shake well before use<br/>Remove the temperature and pressure sensor from<br/>the exhaust pipe.<br/>Spray the cleaner into the diesel particulate filter<br/>through the aperture.<br/>Testing the running and regeneration for a minimum<br/>of 20 minutes is required.<br/>No subsequent cleaning required. Cleaner evaporates completely during regeneration.
B243617,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Dissolves and flushes soot particles and ash in the filter.<br/>Flushes out dissolved contaminants from the filter.<br/>Improves the running of the engine.<br/>The diesel particulate filter does not have to be dismantled.<br/>Suitable for factory and retrofitted DPFs.<br/>Nozzle sold separately.
B243617,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B244119,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Joining of wood&#44 plastics&#44 metal or rubber.<br/>Especially for inactive surfaces.
B244119,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Before use ensure all parts to be bonded are clean&#44 dry<br/>and grease free.<br/>Apply Berner Superglue NSF to both surfaces.<br/>Press both parts together and allow to dry.
B244119,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,DANGER product contains Cyanoacrylate. Sticks skin<br/>and eyelids together within seconds!<br/>Keep away from children.
B244119,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Universal glue with low viscosity.<br/>Cured within seconds.<br/>P1 NSF certified&#44 suitable for the food industry.<br/>NSF / ANSI 61 certified&#44 suitable for (drinking) water<br/>to +82°c.
B244119,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B244119,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature range: -30 to +80 °c.<br/>Viscosity: 70-120 mPas.<br/>Max. clearance: 0.05 mm.<br/>Colour: transparent.
B244292,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Bonding and sealing on various surfaces such<br/>as metal&#44 wood&#44 plastic and stone.
B244292,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The surface must be clean&#44 oil and grease free.<br/>First remove loose particles such as paint residues.<br/>If necessary apply a primer before use.<br/>Prior to application check material suitability by<br/>performing a spot test.
B244292,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Excellent adhesion to a wide variety of surfaces.<br/>No Hazardous Materials Classification (CLP).<br/>Easy to use.<br/>Can be grinded and painted over.<br/>Absorbs acoustic and mechanical vibration.<br/>Lasting and durable.
B244292,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B244292,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Base: Polyurethane.<br/>Temperature Range: -40°c to +90°c.<br/>Skin Formation: 23°c&#44 50% R.L.V.) 45 minutes.<br/>Curing: 23°c&#44 50% R.L.V.) 2-3 minutes / 24 hours.<br/>Shore A hardness: >40.<br/>Elongation at break: 800%.<br/>Tensile Strength: 2.9 Nmm2.<br/>Odour: Mild.
B244293,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Bonding and sealing on various surfaces such<br/>as metal&#44 wood&#44 plastic and stone.
B244293,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The surface must be clean&#44 oil and grease free.<br/>First remove loose particles such as paint residues.<br/>If necessary apply a primer before use.<br/>Prior to application check material suitability by<br/>performing a spot test.
B244293,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Excellent adhesion to a wide variety of surfaces.<br/>No Hazardous Materials Classification (CLP).<br/>Easy to use.<br/>Can be grinded and painted over.<br/>Absorbs acoustic and mechanical vibration.<br/>Lasting and durable.
B244293,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B244293,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Base: Polyurethane.<br/>Temperature Range: -40°c to +90°c.<br/>Skin Formation: 23°c&#44 50% R.L.V.) 45 minutes.<br/>Curing: 23°c&#44 50% R.L.V.) 2-3 minutes / 24 hours.<br/>Shore A hardness: >40.<br/>Elongation at break: 800%.<br/>Tensile Strength: 2.9 Nmm2.<br/>Odour: Mild.
B244294,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Bonding and sealing on various surfaces such<br/>as metal&#44 wood&#44 plastic and stone.
B244294,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,The surface must be clean&#44 oil and grease free.<br/>First remove loose particles such as paint residues.<br/>If necessary apply a primer before use.<br/>Prior to application check material suitability by<br/>performing a spot test.
B244294,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Excellent adhesion to a wide variety of surfaces.<br/>No Hazardous Materials Classification (CLP).<br/>Easy to use.<br/>Can be grinded and painted over.<br/>Absorbs acoustic and mechanical vibration.<br/>Lasting and durable.
B244294,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B244294,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Base: Polyurethane.<br/>Temperature Range: -40°c to +90°c.<br/>Skin Formation: 23°c&#44 50% R.L.V.) 45 minutes.<br/>Curing: 23°c&#44 50% R.L.V.) 2-3 minutes / 24 hours.<br/>Shore A hardness: >40.<br/>Elongation at break: 800%.<br/>Tensile Strength: 2.9 Nmm2.<br/>Odour: Mild.
B244560,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B244563,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B244564,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B245412,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B245463-50,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Zinc-plated.<br/>Grade 8.
B245463-50,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,50
B245699,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B2457,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,5
B245700,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B245702,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B246999-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B247006-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B249074,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Effective protection against UV radiation.
B249074,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Apply liberally to the skin before commencing work.
B249074,HINTS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Storage: Do not expose to temperatures exceeding<br/>40°c&#44 store in a dark room.
B249074,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Factor 30.<br/>Waterproof.<br/>Effective immediately after application.<br/>Protects against UV-A and UV-B rays e.g. when<br/>working outdoors.<br/>Protects against UV-C rays e.g. when welding.<br/>Dermatologically tested.<br/>Silicone free.
B249074,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B249074,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Colour: White/Yellow.<br/>Smell: Fresh.<br/>pH: 6-7.
B251453,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Grips and holds parts easily&#44 even in hard<br/>to reach areas.<br/>For welding work.<br/>Loosening of rusty or damaged bolts and<br/>nuts.
B251453,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,High alloy steel.
B251453,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B251461,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Grips and holds parts easily&#44 even in hard to reach areas.<br/>For welding work.<br/>Loosening of rusty or damaged bolts and nuts.
B251461,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B251470,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Grips and holds parts easily&#44 even in hard<br/>to reach areas.<br/>For welding work.<br/>Loosening of rusty or damaged bolts and<br/>nuts.
B251470,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,High alloy steel.
B251470,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B251534-10,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Interior.<br/>Side and perimeter lighting&#44 parking light and tail light.<br/>Indicator&#44 brake and fog light.
B251534-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B251550-10,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Interior.<br/>Side and perimeter lighting&#44 parking light and tail light.<br/>Indicator&#44 brake and fog light.
B251550-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B251569-10,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Interior.<br/>Side and perimeter lighting&#44 parking light and tail light.
B251569-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B257737,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Grips and holds parts easily&#44 even in hard<br/>to reach areas.<br/>For welding work.<br/>Loosening of rusty or damaged bolts and<br/>nuts.
B257737,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,High alloy steel.
B257737,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B261157,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B261165,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B261840-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B267040,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B267040,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature resistance: up to 135.0°c<br/>Shrink Ratio: 2:1<br/>Shrink Temperature: 115.0°c<br/>Material: Flexible hose on Polyolefin base.<br/>Temperature range from: -55.0°c<br/>Chemical resistance: Chemicals&#44 Solvents.
B26709-250,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Typical applications e.g. in body construction&#44 containers&#44 furniture and aircraft industries&#44 air ducts and air-conditioning installation&#44 lifts and equipment.
B26709-250,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Standard Rivet
B26709-250,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,250
B267104,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B267104,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature resistance: up to 135.0°c<br/>Shrink Ratio: 2:1<br/>Shrink Temperature: 115.0°c<br/>Material: Flexible hose on Polyolefin base.<br/>Temperature range from: -55.0°c<br/>Chemical resistance: Chemicals&#44 Solvents.
B267112,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B267112,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature resistance: up to 135.0°c<br/>Shrink Ratio: 2:1<br/>Shrink Temperature: 115.0°c<br/>Material: Flexible hose on Polyolefin base.<br/>Temperature range from: -55.0°c<br/>Chemical resistance: Chemicals&#44 Solvents.
B267147,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Universal black heat shrink tubing for mechanical and electrical insulation&#44 strain relief&#44 sheath&#44 bundling cables&#44 protection against moisture and corrosion.
B267147,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Ensure when cutting off of the sleeve that the cutting edges are smooth. Choose the diameter of the sleeve so that&#44 after the shrinking is slightly smaller than the cross-section of the object to be sealed in. When heated to 115°c or higher&#44 the wick will shrink by about 50%. Pay attention to an even distribution of heat.
B267147,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Flexible shrink sleeves for the isolation of cable clamps&#44 the sealing of small parts&#44 etc.<br/>Self-extinguishing performance.<br/>Does not melt.<br/>Does not become brittle at low temperatures.<br/>Resistant to many solvents and chemicals.<br/>High mechanical resistance.<br/>
B267147,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B267147,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Shrinking temperature: from 115°c.<br/>Shrinkage factor: 2:1.<br/>Length Shrinkage: max 5%.<br/>Temperature resistance: - 55 to + 135°c.<br/>Water absorption: max 0.1%.<br/>Breakdown voltage: 35 KV /mm.<br/>Specification: MIL-I -23053/5 Class 1.
B267155,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B267155,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature resistance: up to 135.0°c<br/>Shrink Ratio: 2:1<br/>Shrink Temperature: 115.0°c<br/>Material: Flexible hose on Polyolefin base.<br/>Temperature range from: -55.0°c<br/>Chemical resistance: Chemicals&#44 Solvents.
B267244,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B267244,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Temperature resistance: up to 135.0°c<br/>Shrink Ratio: 2:1<br/>Shrink Temperature: 115.0°c<br/>Material: Flexible hose on Polyolefin base.<br/>Temperature range from: -55.0°c<br/>Chemical resistance: Chemicals&#44 Solvents.
B267252,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Universal black heat shrink tubing for mechanical and electrical insulation&#44 strain relief&#44 sheath&#44 bundling cables&#44 protection against moisture and corrosion.
B267252,DIRECTIONS OF USE,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Ensure when cutting off of the sleeve that the cutting edges are smooth. Choose the diameter of the sleeve so that&#44 after the shrinking is slightly smaller than the cross-section of the object to be sealed in. When heated to 115°c or higher&#44 the wick will shrink by about 50%. Pay attention to an even distribution of heat.
B267252,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Flexible shrink sleeves for the isolation of cable clamps&#44 the sealing of small parts&#44 etc.<br/>Self-extinguishing performance.<br/>Does not melt.<br/>Does not become brittle at low temperatures.<br/>Resistant to many solvents and chemicals.<br/>High mechanical resistance.<br/>
B267252,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B267252,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Shrinking temperature: from 115°c.<br/>Shrinkage factor: 2:1.<br/>Length Shrinkage: max 5%.<br/>Temperature resistance: - 55 to + 135°c.<br/>Water absorption: max 0.1%.<br/>Breakdown voltage: 35 KV /mm.<br/>Specification: MIL-I -23053/5 Class 1.
B26980-500,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Typical applications e.g. in body construction&#44 containers&#44 furniture and aircraft industries&#44 air ducts and air-conditioning installation&#44 lifts and equipment.
B26980-500,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Standard Rivet
B26980-500,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,500
B278904,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B279676,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Tooth size: second cut.<br/>Plastic handle with hanging loop.<br/>Hardness: 66 Rockwell.
B279676,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B28523,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B28524,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B285811,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,For the removal of brake dust&#44 rust and dirt around brake shoes.
B285811,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Plastic handle with hanging loop.
B285811,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B285811,TECHNICAL DATA,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Diameter: 15 x 4mm.<br/>Until. Length: 260mm.<br/>Blade length: 150mm.
B28753-250,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Typical applications e.g. in body construction&#44 containers&#44 furniture and aircraft industries&#44 air ducts and air-conditioning installation&#44 lifts and equipment.
B28753-250,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Standard Rivet
B28753-250,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,250
B288551-10,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,10
B292389,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B296988,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
B29924,APPLICATION AREAS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Protection against mechanical hazards.<br/>Also suitable as visitor spectacles.
B29924,PRODUCT DETAILS,ALL BRANCHES,25/08/2016 00:00:00,C,RE,Suitable for glasses wearers.<br/>Optical class 1.<br/>CE approved.<br/>Complies with EN 166.
B29924,SCOPE OF SUPPLY,ALL BRANCHES,25/08/2016 00:00:00,C,RE,1
